State,County Name,"County Name, State",Value
KS,DONIPHAN COUNTY,"KS, DONIPHAN COUNTY",523
GA,DOOLY COUNTY,"GA, DOOLY COUNTY",523
GA,DOUGHERTY COUNTY,"GA, DOUGHERTY COUNTY",523
GA,DOUGLAS COUNTY,"GA, DOUGLAS COUNTY",523
KS,DOUGLAS COUNTY,"KS, DOUGLAS COUNTY",523
MO,DOUGLAS COUNTY,"MO, DOUGLAS COUNTY",523
NE,DOUGLAS COUNTY,"NE, DOUGLAS COUNTY",523
SD,DOUGLAS COUNTY,"SD, DOUGLAS COUNTY",523
AR,DREW COUNTY,"AR, DREW COUNTY",523
IA,DUBUQUE COUNTY,"IA, DUBUQUE COUNTY",523
NE,DUNDY COUNTY,"NE, DUNDY COUNTY",523
MO,DUNKLIN COUNTY,"MO, DUNKLIN COUNTY",523
IL,DUPAGE COUNTY,"IL, DUPAGE COUNTY",523
TX,DUVAL COUNTY,"TX, DUVAL COUNTY",523
TN,DYER COUNTY,"TN, DYER COUNTY",523
GA,EARLY COUNTY,"GA, EARLY COUNTY",523
TX,EASTLAND COUNTY,"TX, EASTLAND COUNTY",523
GA,ECHOLS COUNTY,"GA, ECHOLS COUNTY",523
TX,ECTOR COUNTY,"TX, ECTOR COUNTY",523
IL,EDGAR COUNTY,"IL, EDGAR COUNTY",523
SD,EDMUNDS COUNTY,"SD, EDMUNDS COUNTY",523
IL,EDWARDS COUNTY,"IL, EDWARDS COUNTY",523
KS,EDWARDS COUNTY,"KS, EDWARDS COUNTY",523
GA,EFFINGHAM COUNTY,"GA, EFFINGHAM COUNTY",523
IL,EFFINGHAM COUNTY,"IL, EFFINGHAM COUNTY",523
TX,EL PASO COUNTY,"TX, EL PASO COUNTY",523
GA,ELBERT COUNTY,"GA, ELBERT COUNTY",523
KS,ELK COUNTY,"KS, ELK COUNTY",523
KS,ELLIS COUNTY,"KS, ELLIS COUNTY",523
TX,ELLIS COUNTY,"TX, ELLIS COUNTY",523
KS,ELLSWORTH COUNTY,"KS, ELLSWORTH COUNTY",523
AL,ELMORE COUNTY,"AL, ELMORE COUNTY",523
GA,EMANUEL COUNTY,"GA, EMANUEL COUNTY",523
IA,EMMET COUNTY,"IA, EMMET COUNTY",523
TX,ERATH COUNTY,"TX, ERATH COUNTY",523
AL,ETOWAH COUNTY,"AL, ETOWAH COUNTY",523
SD,FALL RIVER COUNTY,"SD, FALL RIVER COUNTY",523
TX,FALLS COUNTY,"TX, FALLS COUNTY",523
GA,FANNIN COUNTY,"GA, FANNIN COUNTY",523
AR,FAULKNER COUNTY,"AR, FAULKNER COUNTY",523
AL,FAYETTE COUNTY,"AL, FAYETTE COUNTY",523
GA,FAYETTE COUNTY,"GA, FAYETTE COUNTY",523
IL,FAYETTE COUNTY,"IL, FAYETTE COUNTY",523
KY,FAYETTE COUNTY,"KY, FAYETTE COUNTY",523
TN,FAYETTE COUNTY,"TN, FAYETTE COUNTY",523
TX,FAYETTE COUNTY,"TX, FAYETTE COUNTY",523
TN,FENTRESS COUNTY,"TN, FENTRESS COUNTY",523
NE,FILLMORE COUNTY,"NE, FILLMORE COUNTY",523
KS,FINNEY COUNTY,"KS, FINNEY COUNTY",523
GA,FLOYD COUNTY,"GA, FLOYD COUNTY",523
TX,FLOYD COUNTY,"TX, FLOYD COUNTY",523
IL,FORD COUNTY,"IL, FORD COUNTY",523
KS,FORD COUNTY,"KS, FORD COUNTY",523
MS,FORREST COUNTY,"MS, FORREST COUNTY",523
GA,FORSYTH COUNTY,"GA, FORSYTH COUNTY",523
TX,FORT BEND COUNTY,"TX, FORT BEND COUNTY",523
AL,FRANKLIN COUNTY,"AL, FRANKLIN COUNTY",523
AR,FRANKLIN COUNTY,"AR, FRANKLIN COUNTY",523
GA,FRANKLIN COUNTY,"GA, FRANKLIN COUNTY",523
IL,FRANKLIN COUNTY,"IL, FRANKLIN COUNTY",523
KS,FRANKLIN COUNTY,"KS, FRANKLIN COUNTY",523
KY,FRANKLIN COUNTY,"KY, FRANKLIN COUNTY",523
MO,FRANKLIN COUNTY,"MO, FRANKLIN COUNTY",523
NE,FRANKLIN COUNTY,"NE, FRANKLIN COUNTY",523
TN,FRANKLIN COUNTY,"TN, FRANKLIN COUNTY",523
TX,FRANKLIN COUNTY,"TX, FRANKLIN COUNTY",523
TX,FREESTONE COUNTY,"TX, FREESTONE COUNTY",523
IA,FREMONT COUNTY,"IA, FREMONT COUNTY",523
NE,FRONTIER COUNTY,"NE, FRONTIER COUNTY",523
AR,FULTON COUNTY,"AR, FULTON COUNTY",523
GA,FULTON COUNTY,"GA, FULTON COUNTY",523
IL,FULTON COUNTY,"IL, FULTON COUNTY",523
NE,FURNAS COUNTY,"NE, FURNAS COUNTY",523
NE,GAGE COUNTY,"NE, GAGE COUNTY",523
TX,GAINES COUNTY,"TX, GAINES COUNTY",523
TX,GALVESTON COUNTY,"TX, GALVESTON COUNTY",523
NE,GARDEN COUNTY,"NE, GARDEN COUNTY",523
NE,GARFIELD COUNTY,"NE, GARFIELD COUNTY",523
OK,GARFIELD COUNTY,"OK, GARFIELD COUNTY",523
AR,GARLAND COUNTY,"AR, GARLAND COUNTY",523
KY,GARRARD COUNTY,"KY, GARRARD COUNTY",523
OK,GARVIN COUNTY,"OK, GARVIN COUNTY",523
TX,GARZA COUNTY,"TX, GARZA COUNTY",523
MO,GASCONADE COUNTY,"MO, GASCONADE COUNTY",523
KS,GEARY COUNTY,"KS, GEARY COUNTY",523
MO,GENTRY COUNTY,"MO, GENTRY COUNTY",523
TN,GIBSON COUNTY,"TN, GIBSON COUNTY",523
TN,GILES COUNTY,"TN, GILES COUNTY",523
TX,GILLESPIE COUNTY,"TX, GILLESPIE COUNTY",523
GA,GILMER COUNTY,"GA, GILMER COUNTY",523
GA,GLYNN COUNTY,"GA, GLYNN COUNTY",523
GA,GORDON COUNTY,"GA, GORDON COUNTY",523
NE,GOSPER COUNTY,"NE, GOSPER COUNTY",523
GA,GRADY COUNTY,"GA, GRADY COUNTY",523
OK,GRADY COUNTY,"OK, GRADY COUNTY",523
KS,GRAHAM COUNTY,"KS, GRAHAM COUNTY",523
TN,GRAINGER COUNTY,"TN, GRAINGER COUNTY",523
AR,GRANT COUNTY,"AR, GRANT COUNTY",523
KS,GRANT COUNTY,"KS, GRANT COUNTY",523
NE,GRANT COUNTY,"NE, GRANT COUNTY",523
OK,GRANT COUNTY,"OK, GRANT COUNTY",523
SD,GRANT COUNTY,"SD, GRANT COUNTY",523
KY,GRAVES COUNTY,"KY, GRAVES COUNTY",523
KS,GRAY COUNTY,"KS, GRAY COUNTY",523
TX,GRAY COUNTY,"TX, GRAY COUNTY",523
TX,GRAYSON COUNTY,"TX, GRAYSON COUNTY",523
NE,GREELEY COUNTY,"NE, GREELEY COUNTY",523
AR,GREENE COUNTY,"AR, GREENE COUNTY",523
GA,GREENE COUNTY,"GA, GREENE COUNTY",523
IA,GREENE COUNTY,"IA, GREENE COUNTY",523
IL,GREENE COUNTY,"IL, GREENE COUNTY",523
MO,GREENE COUNTY,"MO, GREENE COUNTY",523
MS,GREENE COUNTY,"MS, GREENE COUNTY",523
TN,GREENE COUNTY,"TN, GREENE COUNTY",523
KS,GREENWOOD COUNTY,"KS, GREENWOOD COUNTY",523
OK,GREER COUNTY,"OK, GREER COUNTY",523
TX,GREGG COUNTY,"TX, GREGG COUNTY",523
SD,GREGORY COUNTY,"SD, GREGORY COUNTY",523
TX,GRIMES COUNTY,"TX, GRIMES COUNTY",523
IL,GRUNDY COUNTY,"IL, GRUNDY COUNTY",523
MO,GRUNDY COUNTY,"MO, GRUNDY COUNTY",523
TN,GRUNDY COUNTY,"TN, GRUNDY COUNTY",523
TX,GUADALUPE COUNTY,"TX, GUADALUPE COUNTY",523
IA,GUTHRIE COUNTY,"IA, GUTHRIE COUNTY",523
GA,GWINNETT COUNTY,"GA, GWINNETT COUNTY",523
SD,HAAKON COUNTY,"SD, HAAKON COUNTY",523
GA,HABERSHAM COUNTY,"GA, HABERSHAM COUNTY",523
TX,HALE COUNTY,"TX, HALE COUNTY",523
GA,HALL COUNTY,"GA, HALL COUNTY",523
NE,HALL COUNTY,"NE, HALL COUNTY",523
TN,HAMBLEN COUNTY,"TN, HAMBLEN COUNTY",523
IA,HAMILTON COUNTY,"IA, HAMILTON COUNTY",523
KS,HAMILTON COUNTY,"KS, HAMILTON COUNTY",523
NE,HAMILTON COUNTY,"NE, HAMILTON COUNTY",523
TN,HAMILTON COUNTY,"TN, HAMILTON COUNTY",523
TX,HAMILTON COUNTY,"TX, HAMILTON COUNTY",523
SD,HAMLIN COUNTY,"SD, HAMLIN COUNTY",523
IA,HANCOCK COUNTY,"IA, HANCOCK COUNTY",523
IL,HANCOCK COUNTY,"IL, HANCOCK COUNTY",523
SD,HAND COUNTY,"SD, HAND COUNTY",523
TX,HANSFORD COUNTY,"TX, HANSFORD COUNTY",523
SD,HANSON COUNTY,"SD, HANSON COUNTY",523
GA,HARALSON COUNTY,"GA, HARALSON COUNTY",523
IL,HARDIN COUNTY,"IL, HARDIN COUNTY",523
KY,HARDIN COUNTY,"KY, HARDIN COUNTY",523
TX,HARDIN COUNTY,"TX, HARDIN COUNTY",523
NE,HARLAN COUNTY,"NE, HARLAN COUNTY",523
KS,HARPER COUNTY,"KS, HARPER COUNTY",523
GA,HARRIS COUNTY,"GA, HARRIS COUNTY",523
TX,HARRIS COUNTY,"TX, HARRIS COUNTY",523
IA,HARRISON COUNTY,"IA, HARRISON COUNTY",523
MO,HARRISON COUNTY,"MO, HARRISON COUNTY",523
TX,HARRISON COUNTY,"TX, HARRISON COUNTY",523
GA,HART COUNTY,"GA, HART COUNTY",523
KS,HARVEY COUNTY,"KS, HARVEY COUNTY",523
KS,HASKELL COUNTY,"KS, HASKELL COUNTY",523
OK,HASKELL COUNTY,"OK, HASKELL COUNTY",523
TX,HASKELL COUNTY,"TX, HASKELL COUNTY",523
TN,HAWKINS COUNTY,"TN, HAWKINS COUNTY",523
NE,HAYES COUNTY,"NE, HAYES COUNTY",523
TX,HAYS COUNTY,"TX, HAYS COUNTY",523
TN,HAYWOOD COUNTY,"TN, HAYWOOD COUNTY",523
GA,HEARD COUNTY,"GA, HEARD COUNTY",523
AR,HEMPSTEAD COUNTY,"AR, HEMPSTEAD COUNTY",523
TX,HENDERSON COUNTY,"TX, HENDERSON COUNTY",523
GA,HENRY COUNTY,"GA, HENRY COUNTY",523
IL,HENRY COUNTY,"IL, HENRY COUNTY",523
MO,HENRY COUNTY,"MO, HENRY COUNTY",523
TN,HENRY COUNTY,"TN, HENRY COUNTY",523
KY,HICKMAN COUNTY,"KY, HICKMAN COUNTY",523
MO,HICKORY COUNTY,"MO, HICKORY COUNTY",523
TX,HIDALGO COUNTY,"TX, HIDALGO COUNTY",523
TX,HILL COUNTY,"TX, HILL COUNTY",523
MS,HINDS COUNTY,"MS, HINDS COUNTY",523
NE,HITCHCOCK COUNTY,"NE, HITCHCOCK COUNTY",523
MO,HOLT COUNTY,"MO, HOLT COUNTY",523
NE,HOLT COUNTY,"NE, HOLT COUNTY",523
TX,HOOD COUNTY,"TX, HOOD COUNTY",523
NE,HOOKER COUNTY,"NE, HOOKER COUNTY",523
TX,HOPKINS COUNTY,"TX, HOPKINS COUNTY",523
AR,HOT SPRING COUNTY,"AR, HOT SPRING COUNTY",523
GA,HOUSTON COUNTY,"GA, HOUSTON COUNTY",523
TX,HOUSTON COUNTY,"TX, HOUSTON COUNTY",523
AR,HOWARD COUNTY,"AR, HOWARD COUNTY",523
MO,HOWARD COUNTY,"MO, HOWARD COUNTY",523
NE,HOWARD COUNTY,"NE, HOWARD COUNTY",523
TX,HOWARD COUNTY,"TX, HOWARD COUNTY",523
MO,HOWELL COUNTY,"MO, HOWELL COUNTY",523
OK,HUGHES COUNTY,"OK, HUGHES COUNTY",523
SD,HUGHES COUNTY,"SD, HUGHES COUNTY",523
TN,HUMPHREYS COUNTY,"TN, HUMPHREYS COUNTY",523
TX,HUNT COUNTY,"TX, HUNT COUNTY",523
SD,HUTCHINSON COUNTY,"SD, HUTCHINSON COUNTY",523
IA,IDA COUNTY,"IA, IDA COUNTY",523
AR,INDEPENDENCE COUNTY,"AR, INDEPENDENCE COUNTY",523
MO,IRON COUNTY,"MO, IRON COUNTY",523
IL,IROQUOIS COUNTY,"IL, IROQUOIS COUNTY",523
GA,IRWIN COUNTY,"GA, IRWIN COUNTY",523
MS,ITAWAMBA COUNTY,"MS, ITAWAMBA COUNTY",523
AR,IZARD COUNTY,"AR, IZARD COUNTY",523
AR,JACKSON COUNTY,"AR, JACKSON COUNTY",523
GA,JACKSON COUNTY,"GA, JACKSON COUNTY",523
IL,JACKSON COUNTY,"IL, JACKSON COUNTY",523
KS,JACKSON COUNTY,"KS, JACKSON COUNTY",523
MO,JACKSON COUNTY,"MO, JACKSON COUNTY",523
OK,JACKSON COUNTY,"OK, JACKSON COUNTY",523
SD,JACKSON COUNTY,"SD, JACKSON COUNTY",523
TN,JACKSON COUNTY,"TN, JACKSON COUNTY",523
TX,JACKSON COUNTY,"TX, JACKSON COUNTY",523
GA,JASPER COUNTY,"GA, JASPER COUNTY",523
IA,JASPER COUNTY,"IA, JASPER COUNTY",523
IL,JASPER COUNTY,"IL, JASPER COUNTY",523
MO,JASPER COUNTY,"MO, JASPER COUNTY",523
MS,JASPER COUNTY,"MS, JASPER COUNTY",523
GA,JEFF DAVIS COUNTY,"GA, JEFF DAVIS COUNTY",523
TX,JEFF DAVIS COUNTY,"TX, JEFF DAVIS COUNTY",523
AL,JEFFERSON COUNTY,"AL, JEFFERSON COUNTY",523
AR,JEFFERSON COUNTY,"AR, JEFFERSON COUNTY",523
GA,JEFFERSON COUNTY,"GA, JEFFERSON COUNTY",523
IA,JEFFERSON COUNTY,"IA, JEFFERSON COUNTY",523
IL,JEFFERSON COUNTY,"IL, JEFFERSON COUNTY",523
KS,JEFFERSON COUNTY,"KS, JEFFERSON COUNTY",523
KY,JEFFERSON COUNTY,"KY, JEFFERSON COUNTY",523
MO,JEFFERSON COUNTY,"MO, JEFFERSON COUNTY",523
NE,JEFFERSON COUNTY,"NE, JEFFERSON COUNTY",523
OK,JEFFERSON COUNTY,"OK, JEFFERSON COUNTY",523
TN,JEFFERSON COUNTY,"TN, JEFFERSON COUNTY",523
TX,JEFFERSON COUNTY,"TX, JEFFERSON COUNTY",523
MS,JEFFERSON DAVIS COUNTY,"MS, JEFFERSON DAVIS COUNTY",523
SD,JERAULD COUNTY,"SD, JERAULD COUNTY",523
IL,JERSEY COUNTY,"IL, JERSEY COUNTY",523
KY,JESSAMINE COUNTY,"KY, JESSAMINE COUNTY",523
KS,JEWELL COUNTY,"KS, JEWELL COUNTY",523
TX,JIM WELLS COUNTY,"TX, JIM WELLS COUNTY",523
AR,JOHNSON COUNTY,"AR, JOHNSON COUNTY",523
GA,JOHNSON COUNTY,"GA, JOHNSON COUNTY",523
IA,JOHNSON COUNTY,"IA, JOHNSON COUNTY",523
IL,JOHNSON COUNTY,"IL, JOHNSON COUNTY",523
KS,JOHNSON COUNTY,"KS, JOHNSON COUNTY",523
MO,JOHNSON COUNTY,"MO, JOHNSON COUNTY",523
NE,JOHNSON COUNTY,"NE, JOHNSON COUNTY",523
TX,JOHNSON COUNTY,"TX, JOHNSON COUNTY",523
OK,JOHNSTON COUNTY,"OK, JOHNSTON COUNTY",523
GA,JONES COUNTY,"GA, JONES COUNTY",523
IA,JONES COUNTY,"IA, JONES COUNTY",523
MS,JONES COUNTY,"MS, JONES COUNTY",523
SD,JONES COUNTY,"SD, JONES COUNTY",523
TX,JONES COUNTY,"TX, JONES COUNTY",523
IL,KANE COUNTY,"IL, KANE COUNTY",523
IL,KANKAKEE COUNTY,"IL, KANKAKEE COUNTY",523
TX,KARNES COUNTY,"TX, KARNES COUNTY",523
TX,KAUFMAN COUNTY,"TX, KAUFMAN COUNTY",523
OK,KAY COUNTY,"OK, KAY COUNTY",523
NE,KEARNEY COUNTY,"NE, KEARNEY COUNTY",523
KS,KEARNY COUNTY,"KS, KEARNY COUNTY",523
NE,KEITH COUNTY,"NE, KEITH COUNTY",523
MS,KEMPER COUNTY,"MS, KEMPER COUNTY",523
TX,KENDALL COUNTY,"TX, KENDALL COUNTY",523
TX,KENT COUNTY,"TX, KENT COUNTY",523
KY,KENTON COUNTY,"KY, KENTON COUNTY",523
IA,KEOKUK COUNTY,"IA, KEOKUK COUNTY",523
TX,KERR COUNTY,"TX, KERR COUNTY",523
NE,KEYA PAHA COUNTY,"NE, KEYA PAHA COUNTY",523
NE,KIMBALL COUNTY,"NE, KIMBALL COUNTY",523
TX,KIMBLE COUNTY,"TX, KIMBLE COUNTY",523
OK,KINGFISHER COUNTY,"OK, KINGFISHER COUNTY",523
KS,KINGMAN COUNTY,"KS, KINGMAN COUNTY",523
SD,KINGSBURY COUNTY,"SD, KINGSBURY COUNTY",523
KS,KIOWA COUNTY,"KS, KIOWA COUNTY",523
OK,KIOWA COUNTY,"OK, KIOWA COUNTY",523
IL,KNOX COUNTY,"IL, KNOX COUNTY",523
KY,KNOX COUNTY,"KY, KNOX COUNTY",523
MO,KNOX COUNTY,"MO, KNOX COUNTY",523
NE,KNOX COUNTY,"NE, KNOX COUNTY",523
TN,KNOX COUNTY,"TN, KNOX COUNTY",523
TX,KNOX COUNTY,"TX, KNOX COUNTY",523
IL,LA SALLE COUNTY,"IL, LA SALLE COUNTY",523
KS,LABETTE COUNTY,"KS, LABETTE COUNTY",523
MO,LACLEDE COUNTY,"MO, LACLEDE COUNTY",523
AR,LAFAYETTE COUNTY,"AR, LAFAYETTE COUNTY",523
MO,LAFAYETTE COUNTY,"MO, LAFAYETTE COUNTY",523
MS,LAFAYETTE COUNTY,"MS, LAFAYETTE COUNTY",523
IL,LAKE COUNTY,"IL, LAKE COUNTY",523
SD,LAKE COUNTY,"SD, LAKE COUNTY",523
AL,LAMAR COUNTY,"AL, LAMAR COUNTY",523
GA,LAMAR COUNTY,"GA, LAMAR COUNTY",523
MS,LAMAR COUNTY,"MS, LAMAR COUNTY",523
TX,LAMAR COUNTY,"TX, LAMAR COUNTY",523
TX,LAMPASAS COUNTY,"TX, LAMPASAS COUNTY",523
NE,LANCASTER COUNTY,"NE, LANCASTER COUNTY",523
KS,LANE COUNTY,"KS, LANE COUNTY",523
GA,LANIER COUNTY,"GA, LANIER COUNTY",523
KY,LARUE COUNTY,"KY, LARUE COUNTY",523
OK,LATIMER COUNTY,"OK, LATIMER COUNTY",523
MS,LAUDERDALE COUNTY,"MS, LAUDERDALE COUNTY",523
TN,LAUDERDALE COUNTY,"TN, LAUDERDALE COUNTY",523
KY,LAUREL COUNTY,"KY, LAUREL COUNTY",523
GA,LAURENS COUNTY,"GA, LAURENS COUNTY",523
TX,LAVACA COUNTY,"TX, LAVACA COUNTY",523
AL,LAWRENCE COUNTY,"AL, LAWRENCE COUNTY",523
AR,LAWRENCE COUNTY,"AR, LAWRENCE COUNTY",523
IL,LAWRENCE COUNTY,"IL, LAWRENCE COUNTY",523
MO,LAWRENCE COUNTY,"MO, LAWRENCE COUNTY",523
MS,LAWRENCE COUNTY,"MS, LAWRENCE COUNTY",523
SD,LAWRENCE COUNTY,"SD, LAWRENCE COUNTY",523
TN,LAWRENCE COUNTY,"TN, LAWRENCE COUNTY",523
OK,LE FLORE COUNTY,"OK, LE FLORE COUNTY",523
KS,LEAVENWORTH COUNTY,"KS, LEAVENWORTH COUNTY",523
AL,LEE COUNTY,"AL, LEE COUNTY",523
AR,LEE COUNTY,"AR, LEE COUNTY",523
GA,LEE COUNTY,"GA, LEE COUNTY",523
IA,LEE COUNTY,"IA, LEE COUNTY",523
IL,LEE COUNTY,"IL, LEE COUNTY",523
MS,LEE COUNTY,"MS, LEE COUNTY",523
TX,LEE COUNTY,"TX, LEE COUNTY",523
MS,LEFLORE COUNTY,"MS, LEFLORE COUNTY",523
TX,LEON COUNTY,"TX, LEON COUNTY",523
MO,LEWIS COUNTY,"MO, LEWIS COUNTY",523
GA,LIBERTY COUNTY,"GA, LIBERTY COUNTY",523
TX,LIBERTY COUNTY,"TX, LIBERTY COUNTY",523
AL,LIMESTONE COUNTY,"AL, LIMESTONE COUNTY",523
TX,LIMESTONE COUNTY,"TX, LIMESTONE COUNTY",523
AR,LINCOLN COUNTY,"AR, LINCOLN COUNTY",523
GA,LINCOLN COUNTY,"GA, LINCOLN COUNTY",523
KS,LINCOLN COUNTY,"KS, LINCOLN COUNTY",523
MO,LINCOLN COUNTY,"MO, LINCOLN COUNTY",523
MS,LINCOLN COUNTY,"MS, LINCOLN COUNTY",523
NE,LINCOLN COUNTY,"NE, LINCOLN COUNTY",523
OK,LINCOLN COUNTY,"OK, LINCOLN COUNTY",523
SD,LINCOLN COUNTY,"SD, LINCOLN COUNTY",523
TN,LINCOLN COUNTY,"TN, LINCOLN COUNTY",523
IA,LINN COUNTY,"IA, LINN COUNTY",523
KS,LINN COUNTY,"KS, LINN COUNTY",523
MO,LINN COUNTY,"MO, LINN COUNTY",523
AR,LITTLE RIVER COUNTY,"AR, LITTLE RIVER COUNTY",523
IL,LIVINGSTON COUNTY,"IL, LIVINGSTON COUNTY",523
MO,LIVINGSTON COUNTY,"MO, LIVINGSTON COUNTY",523
TX,LLANO COUNTY,"TX, LLANO COUNTY",523
AR,LOGAN COUNTY,"AR, LOGAN COUNTY",523
IL,LOGAN COUNTY,"IL, LOGAN COUNTY",523
KS,LOGAN COUNTY,"KS, LOGAN COUNTY",523
KY,LOGAN COUNTY,"KY, LOGAN COUNTY",523
NE,LOGAN COUNTY,"NE, LOGAN COUNTY",523
OK,LOGAN COUNTY,"OK, LOGAN COUNTY",523
AR,LONOKE COUNTY,"AR, LONOKE COUNTY",523
TN,LOUDON COUNTY,"TN, LOUDON COUNTY",523
OK,LOVE COUNTY,"OK, LOVE COUNTY",523
GA,LOWNDES COUNTY,"GA, LOWNDES COUNTY",523
MS,LOWNDES COUNTY,"MS, LOWNDES COUNTY",523
TX,LUBBOCK COUNTY,"TX, LUBBOCK COUNTY",523
GA,LUMPKIN COUNTY,"GA, LUMPKIN COUNTY",523
SD,LYMAN COUNTY,"SD, LYMAN COUNTY",523
TX,LYNN COUNTY,"TX, LYNN COUNTY",523
IA,LYON COUNTY,"IA, LYON COUNTY",523
KS,LYON COUNTY,"KS, LYON COUNTY",523
GA,MACON COUNTY,"GA, MACON COUNTY",523
IL,MACON COUNTY,"IL, MACON COUNTY",523
MO,MACON COUNTY,"MO, MACON COUNTY",523
TN,MACON COUNTY,"TN, MACON COUNTY",523
IL,MACOUPIN COUNTY,"IL, MACOUPIN COUNTY",523
AL,MADISON COUNTY,"AL, MADISON COUNTY",523
AR,MADISON COUNTY,"AR, MADISON COUNTY",523
GA,MADISON COUNTY,"GA, MADISON COUNTY",523
IA,MADISON COUNTY,"IA, MADISON COUNTY",523
IL,MADISON COUNTY,"IL, MADISON COUNTY",523
KY,MADISON COUNTY,"KY, MADISON COUNTY",523
MO,MADISON COUNTY,"MO, MADISON COUNTY",523
MS,MADISON COUNTY,"MS, MADISON COUNTY",523
NE,MADISON COUNTY,"NE, MADISON COUNTY",523
TN,MADISON COUNTY,"TN, MADISON COUNTY",523
TX,MADISON COUNTY,"TX, MADISON COUNTY",523
OK,MAJOR COUNTY,"OK, MAJOR COUNTY",523
MO,MARIES COUNTY,"MO, MARIES COUNTY",523
AL,MARION COUNTY,"AL, MARION COUNTY",523
AR,MARION COUNTY,"AR, MARION COUNTY",523
GA,MARION COUNTY,"GA, MARION COUNTY",523
IA,MARION COUNTY,"IA, MARION COUNTY",523
IL,MARION COUNTY,"IL, MARION COUNTY",523
KS,MARION COUNTY,"KS, MARION COUNTY",523
KY,MARION COUNTY,"KY, MARION COUNTY",523
MO,MARION COUNTY,"MO, MARION COUNTY",523
TN,MARION COUNTY,"TN, MARION COUNTY",523
AL,MARSHALL COUNTY,"AL, MARSHALL COUNTY",523
IL,MARSHALL COUNTY,"IL, MARSHALL COUNTY",523
KS,MARSHALL COUNTY,"KS, MARSHALL COUNTY",523
KY,MARSHALL COUNTY,"KY, MARSHALL COUNTY",523
MS,MARSHALL COUNTY,"MS, MARSHALL COUNTY",523
OK,MARSHALL COUNTY,"OK, MARSHALL COUNTY",523
SD,MARSHALL COUNTY,"SD, MARSHALL COUNTY",523
TN,MARSHALL COUNTY,"TN, MARSHALL COUNTY",523
IL,MASON COUNTY,"IL, MASON COUNTY",523
TX,MASON COUNTY,"TX, MASON COUNTY",523
IL,MASSAC COUNTY,"IL, MASSAC COUNTY",523
TX,MATAGORDA COUNTY,"TX, MATAGORDA COUNTY",523
TN,MAURY COUNTY,"TN, MAURY COUNTY",523
TX,MAVERICK COUNTY,"TX, MAVERICK COUNTY",523
OK,MAYES COUNTY,"OK, MAYES COUNTY",523
OK,MCCLAIN COUNTY,"OK, MCCLAIN COUNTY",523
SD,MCCOOK COUNTY,"SD, MCCOOK COUNTY",523
KY,MCCRACKEN COUNTY,"KY, MCCRACKEN COUNTY",523
TX,MCCULLOCH COUNTY,"TX, MCCULLOCH COUNTY",523
OK,MCCURTAIN COUNTY,"OK, MCCURTAIN COUNTY",523
MO,MCDONALD COUNTY,"MO, MCDONALD COUNTY",523
IL,MCDONOUGH COUNTY,"IL, MCDONOUGH COUNTY",523
GA,MCDUFFIE COUNTY,"GA, MCDUFFIE COUNTY",523
IL,MCHENRY COUNTY,"IL, MCHENRY COUNTY",523
OK,MCINTOSH COUNTY,"OK, MCINTOSH COUNTY",523
IL,MCLEAN COUNTY,"IL, MCLEAN COUNTY",523
KY,MCLEAN COUNTY,"KY, MCLEAN COUNTY",523
TX,MCLENNAN COUNTY,"TX, MCLENNAN COUNTY",523
TN,MCMINN COUNTY,"TN, MCMINN COUNTY",523
KS,MCPHERSON COUNTY,"KS, MCPHERSON COUNTY",523
NE,MCPHERSON COUNTY,"NE, MCPHERSON COUNTY",523
SD,MCPHERSON COUNTY,"SD, MCPHERSON COUNTY",523
KS,MEADE COUNTY,"KS, MEADE COUNTY",523
SD,MEADE COUNTY,"SD, MEADE COUNTY",523
TX,MEDINA COUNTY,"TX, MEDINA COUNTY",523
SD,MELLETTE COUNTY,"SD, MELLETTE COUNTY",523
IL,MERCER COUNTY,"IL, MERCER COUNTY",523
MO,MERCER COUNTY,"MO, MERCER COUNTY",523
GA,MERIWETHER COUNTY,"GA, MERIWETHER COUNTY",523
NE,MERRICK COUNTY,"NE, MERRICK COUNTY",523
KS,MIAMI COUNTY,"KS, MIAMI COUNTY",523
TX,MIDLAND COUNTY,"TX, MIDLAND COUNTY",523
TX,MILAM COUNTY,"TX, MILAM COUNTY",523
AR,MILLER COUNTY,"AR, MILLER COUNTY",523
GA,MILLER COUNTY,"GA, MILLER COUNTY",523
MO,MILLER COUNTY,"MO, MILLER COUNTY",523
IA,MILLS COUNTY,"IA, MILLS COUNTY",523
TX,MILLS COUNTY,"TX, MILLS COUNTY",523
SD,MINER COUNTY,"SD, MINER COUNTY",523
SD,MINNEHAHA COUNTY,"SD, MINNEHAHA COUNTY",523
AR,MISSISSIPPI COUNTY,"AR, MISSISSIPPI COUNTY",523
MO,MISSISSIPPI COUNTY,"MO, MISSISSIPPI COUNTY",523
GA,MITCHELL COUNTY,"GA, MITCHELL COUNTY",523
KS,MITCHELL COUNTY,"KS, MITCHELL COUNTY",523
TX,MITCHELL COUNTY,"TX, MITCHELL COUNTY",523
AL,MOBILE COUNTY,"AL, MOBILE COUNTY",523
MO,MONITEAU COUNTY,"MO, MONITEAU COUNTY",523
AR,MONROE COUNTY,"AR, MONROE COUNTY",523
GA,MONROE COUNTY,"GA, MONROE COUNTY",523
IA,MONROE COUNTY,"IA, MONROE COUNTY",523
